date,state,temp,ppt,ll,hl,ev,runoff,cmi,change,month moist,palmer
10082018,28,58.5,0.13,0.19,0,0.02,0.15,0.21,-0.08,-0.29,-0.000916511
10082018,29,55.8,0.13,0.17,0,0.01,0.14,0.2,-0.07,-0.25,-0.000851556
10082018,30,52.3,0.13,0.16,0,0.01,0.14,0.17,-0.04,-0.16,-0.000423208
10082018,31,49.8,0.13,0.15,0,0.01,0.14,0.15,-0.02,-0.07,-0.000107008
10082018,32,41.7,0.13,0.14,0.2,0,0.13,0.08,0.05,0.16,0.0016
10082018,33,43.2,0.13,0.14,0.15,0,0.13,0.1,0.03,0.11,0.001116571
10082018,34,49.8,0.13,0.14,-0.08,0.01,0.14,0.16,-0.03,-0.12,-0.000473873
10082018,35,41.8,0.13,0.13,0.12,0,0.13,0.11,0.02,0.08,0.000895178
10082018,36,34,0.13,0.13,0.32,0,0.05,0.05,0.08,0.28,0.002732457
10082018,37,30.5,0.13,0.21,0.31,0,0,0.05,0.08,0.27,0.003110754
10082018,38,31.3,0.13,0.34,0.22,0,0,0.08,0.05,0.18,0.002473273
10082018,39,29.3,0.13,0.47,0.14,0,0,0.1,0.03,0.1,0.002318575
10082018,40,18.1,0.13,0.6,0.1,0,0,0.11,0.02,0.06,0.003700475
10082018,41,24,0.13,0.73,0.08,0,0,0.12,0.01,0.04,0.002934242
10082018,42,31.1,0.13,0.86,0.08,0,0,0.12,0.01,0.04,0.002589991
10082018,43,23.5,0.13,0.99,0.08,0,0,0.12,0.01,0.04,0.003783806
10082018,44,18.4,0.13,1.12,0.07,0,0,0.12,0.01,0.03,0.005213996
10082018,45,26.7,0.13,1.25,0.06,0,0,0.13,0,0.02,0.003933724
10082018,46,23.6,0.13,1.38,0.04,0,0,0.13,0,0,0.004770974
10082018,47,28.5,0.13,1.51,0.03,0,0,0.13,0,-0.01,0.004313225
10082018,48,26.8,0.13,1.64,0.04,0,0,0.13,0,0,0.004961901
10082018,49,19.8,0.13,1.77,0.07,0,0,0.12,0.01,0.03,0.007051906
10082018,50,25.2,0.13,1.9,0.11,0,0,0.11,0.02,0.07,0.005988113
10082018,51,16.7,0.13,2.03,0.16,0,0,0.1,0.03,0.12,0.009061514
10082018,52,26.4,0.13,2.16,0.2,0,0,0.09,0.04,0.16,0.006163378
10082018,53,25,0.13,2.29,0.22,0,0,0.09,0.04,0.18,0.006759588
10082018,54,27.9,0.13,2.42,0.23,0,0,0.08,0.05,0.19,0.006121252
10082018,55,37.4,0.13,2.55,-0.29,0.02,0.15,0.21,-0.08,-0.33,0.005717968
10082018,56,40,0.13,2.53,-0.46,0.09,0.22,0.26,-0.13,-0.5,0.005171254
10082018,57,43.1,0.13,2.44,-0.59,0.19,0.32,0.3,-0.17,-0.63,0.004184032
10092018,1,25.5,0.11,1.82,0,0,0,0.24,-0.13,-0.39,0.004018957
10092018,2,28.9,0.11,1.93,0,0,0,0.25,-0.14,-0.4,0.004052198
10092018,3,29.3,0.11,2.04,0,0,0,0.25,-0.14,-0.39,0.004467409
10092018,4,29.8,0.11,2.15,0,0,0,0.24,-0.13,-0.36,0.004797255
10092018,5,31.2,0.11,2.26,0,0,0,0.22,-0.11,-0.29,0.004869228
10092018,6,32.6,0.11,2.37,0,0,0.01,0.19,-0.08,-0.21,0.004778142
10092018,7,44.3,0.11,2.47,0,0.22,0.33,0.36,-0.25,-0.66,0.00504027
10092018,8,50.2,0.11,2.25,0,0.4,0.51,0.41,-0.3,-0.77,0.003878343
10092018,9,48,0.11,1.85,0,0.35,0.46,0.33,-0.22,-0.58,0.002280382
10092018,10,53.6,0.11,1.5,0,0.14,0.25,0.57,-0.46,-1.16,0.000184353
10092018,11,52.7,0.11,1.36,0,0.1,0.21,0.54,-0.43,-1.06,-0.000478708
10092018,12,59.5,0.11,1.26,0,0.13,0.24,0.7,-0.59,-1.42,-0.001712933
10092018,13,57.5,0.11,1.13,0,0.09,0.2,0.85,-0.74,-2.12,-0.003586736
10092018,14,64.2,0.11,1.04,0,0.11,0.22,1.03,-0.92,-2.65,-0.00503715
10092018,15,57.3,0.11,0.93,0,0.09,0.2,0.6,-0.49,-1.1,-0.003122975
10092018,16,59.9,0.11,0.84,0,0.09,0.2,0.62,-0.51,-1.15,-0.003656526
10092018,17,63.9,0.11,0.75,0,0.1,0.21,0.66,-0.55,-1.26,-0.00426848
10092018,18,66,0.11,0.65,0,0.09,0.2,0.64,-0.53,-1.26,-0.00449217
10092018,19,72.5,0.11,0.56,0,0.1,0.21,0.69,-0.58,-1.44,-0.005001089
10092018,20,72.7,0.11,0.46,0,0.08,0.19,0.62,-0.51,-1.32,-0.004802013
10092018,21,72.4,0.11,0.38,0,0.06,0.17,0.55,-0.44,-1.15,-0.004445432
10092018,22,70.9,0.11,0.32,0,0.05,0.16,0.46,-0.35,-0.94,-0.003760693
10092018,23,70.4,0.11,0.27,0,0.04,0.15,0.41,-0.3,-0.8,-0.003369241
10092018,24,68.9,0.11,0.23,0,0.03,0.14,0.35,-0.24,-0.65,-0.002819839
10092018,25,64.2,0.11,0.2,0,0.02,0.13,0.28,-0.17,-0.47,-0.002152799
10092018,26,59.9,0.11,0.18,0,0.02,0.13,0.23,-0.12,-0.33,-0.001611369
10092018,27,64.6,0.11,0.16,0,0.02,0.13,0.26,-0.15,-0.44,-0.001955091
10092018,28,61.4,0.11,0.14,0,0.01,0.12,0.24,-0.13,-0.37,-0.001805115
10092018,29,56.9,0.11,0.13,0,0.01,0.12,0.2,-0.09,-0.28,-0.001321809
10092018,30,53.1,0.11,0.12,0,0.01,0.12,0.17,-0.06,-0.2,-0.000912458
10092018,31,52.6,0.11,0.11,0,0.01,0.12,0.18,-0.07,-0.2,-0.001116336
10092018,32,41.7,0.11,0.1,0.11,0,0.11,0.09,0.02,0.07,0.000721457
10092018,33,42.1,0.11,0.1,0.08,0,0.11,0.1,0.01,0.04,0.000468235
10092018,34,50.1,0.11,0.1,-0.23,0,0.11,0.21,-0.1,-0.27,-0.002291592
10092018,35,43.1,0.11,0.1,0,0,0.11,0.16,-0.05,-0.15,-0.000948871
10092018,36,33.7,0.11,0.1,0.11,0,0.03,0.08,0.03,0.07,0.001152423
10092018,37,29.8,0.11,0.18,0.07,0,0,0.1,0.01,0.03,0.000787467
10092018,38,31,0.11,0.29,-0.03,0,0,0.14,-0.03,-0.07,-0.000318138
10092018,39,30.5,0.11,0.4,-0.11,0,0,0.16,-0.05,-0.15,-0.000792233
10092018,40,18.8,0.11,0.51,0,0,0,0.18,-0.07,-0.21,-0.001004634
10092018,41,24.7,0.11,0.62,0,0,0,0.19,-0.08,-0.24,-0.000598112
10092018,42,30.4,0.11,0.73,0,0,0,0.2,-0.09,-0.26,-0.000310499
10092018,43,22.3,0.11,0.84,0,0,0,0.21,-0.1,-0.28,-0.000128172
10092018,44,16.7,0.11,0.95,0,0,0,0.22,-0.11,-0.3,0.000278716
10092018,45,26.6,0.11,1.06,0,0,0,0.23,-0.12,-0.33,0.000507382
10092018,46,24.4,0.11,1.17,0,0,0,0.25,-0.14,-0.36,0.000812889
10092018,47,27.6,0.11,1.28,0,0,0,0.25,-0.14,-0.38,0.001241808
10092018,48,24,0.11,1.39,0,0,0,0.26,-0.15,-0.39,0.001912549
10092018,49,22,0.11,1.5,0,0,0,0.25,-0.14,-0.39,0.002806014
10092018,50,26.5,0.11,1.61,0,0,0,0.24,-0.13,-0.37,0.002924167
10092018,51,15.5,0.11,1.72,0,0,0,0.24,-0.13,-0.36,0.005599538
10092018,52,30.6,0.11,1.83,0,0,0,0.23,-0.12,-0.36,0.003426398
10092018,53,27.2,0.11,1.94,0,0,0,0.24,-0.13,-0.37,0.004310427
10092018,54,28.6,0.11,2.05,0,0,0,0.24,-0.13,-0.38,0.004570871
10092018,55,37.3,0.11,2.16,0,0.01,0.12,0.36,-0.25,-0.71,0.004475567
10092018,56,40.2,0.11,2.15,0,0.09,0.2,0.42,-0.31,-0.86,0.004366082
10092018,57,43.1,0.11,2.06,0,0.17,0.28,0.47,-0.36,-0.96,0.003773185
10102018,1,27.6,0.39,7,0,0,0,0.09,0.3,0.63,0.04368391
10102018,2,35,0.39,7,0,0,0.08,0.19,0.2,0.42,0.065775842
10102018,3,35.9,0.39,7,0,0,0.11,0.23,0.16,0.32,0.076025346
10102018,4,37.9,0.39,7,0,0,0.17,0.3,0.09,0.19,0.092058953
10102018,5,41.5,0.39,7,0,0,0.27,0.4,-0.01,-0.02,0.11086249
10102018,6,42.6,0.39,7,0,0,0.31,0.41,-0.02,-0.05,0.110864811
10102018,7,43.8,0.39,7,0,0,0.36,0.42,-0.03,-0.07,0.110630456
10102018,8,47.9,0.39,7,0,0.1,0.49,0.49,-0.1,-0.22,0.117904438
10102018,9,46.6,0.39,6.9,0,0.07,0.46,0.43,-0.04,-0.08,0.10557975
10102018,10,54.5,0.39,6.83,0,0.32,0.71,0.58,-0.19,-0.41,0.120075378
10102018,11,51.5,0.39,6.51,0,0.24,0.63,0.5,-0.11,-0.23,0.10523452
10102018,12,57.8,0.39,6.27,0,0.43,0.82,0.64,-0.25,-0.51,0.115278649
10102018,13,55.1,0.39,5.84,0,0.19,0.58,0.7,-0.31,-0.65,0.123375201
10102018,14,60.4,0.39,5.65,0,0.3,0.69,0.85,-0.46,-0.97,0.132061026
10102018,15,55,0.39,5.35,0,0.29,0.68,0.55,-0.16,-0.3,0.090388511
10102018,16,59.3,0.39,5.06,0,0.38,0.77,0.6,-0.21,-0.38,0.086649469
10102018,17,61.7,0.39,4.68,0,0.41,0.8,0.59,-0.2,-0.37,0.076262724
10102018,18,65,0.39,4.27,0,0.43,0.82,0.58,-0.19,-0.36,0.065426174
10102018,19,69.9,0.39,3.84,0,0.47,0.86,0.61,-0.22,-0.42,0.05761569
10102018,20,70,0.39,3.37,0,0.41,0.8,0.57,-0.18,-0.35,0.047562425
10102018,21,69.6,0.39,2.96,0,0.35,0.74,0.52,-0.13,-0.27,0.03878228
10102018,22,67.9,0.39,2.61,0,0.28,0.67,0.46,-0.07,-0.14,0.031609882
10102018,23,66.4,0.39,2.33,0,0.23,0.62,0.41,-0.02,-0.04,0.026337502
10102018,24,65.8,0.39,2.1,0,0.19,0.58,0.38,0.01,0.03,0.022677382
10102018,25,61.4,0.39,1.91,0,0.13,0.52,0.31,0.08,0.18,0.019185625
10102018,26,57.6,0.39,1.78,0,0.09,0.48,0.25,0.14,0.31,0.016701193
10102018,27,60.5,0.39,1.69,0,0.1,0.49,0.27,0.12,0.27,0.015985199
10102018,28,58.4,0.39,1.59,0,0.08,0.47,0.25,0.14,0.3,0.015019284
10102018,29,54.1,0.39,1.51,0,0.05,0.44,0.22,0.17,0.36,0.014476722
10102018,30,51.6,0.39,1.46,0,0.03,0.42,0.22,0.17,0.38,0.014774397
10102018,31,50.1,0.39,1.43,0,0.02,0.41,0.22,0.17,0.36,0.014965998
10102018,32,39.2,0.39,1.41,0,0,0.18,0.11,0.28,0.6,0.014143881
10102018,33,39.4,0.39,1.62,0,0,0.18,0.06,0.33,0.69,0.012491945
10102018,34,47.3,0.39,1.83,0,0,0.36,0.15,0.24,0.49,0.015542803
10102018,35,40.7,0.39,1.86,0,0,0.2,0.15,0.24,0.49,0.018170336
10102018,36,31.7,0.39,2.05,0,0,0,0.1,0.29,0.61,0.020203574
10102018,37,25.1,0.39,2.44,0,0,0,0.13,0.26,0.55,0.031455066
10102018,38,27.5,0.39,2.83,0,0,0,0.15,0.24,0.52,0.034758301
10102018,39,29.2,0.39,3.22,0,0,0,0.16,0.23,0.51,0.037629991
10102018,40,16.6,0.39,3.61,0,0,0,0.16,0.23,0.52,0.065840777
10102018,41,21.7,0.39,4,0,0,0,0.15,0.24,0.53,0.054043695
10102018,42,27.3,0.39,4.39,0,0,0,0.14,0.25,0.55,0.045151808
10102018,43,20.2,0.39,4.78,0,0,0,0.13,0.26,0.56,0.058010642
10102018,44,13.2,0.39,5.17,0,0,0,0.13,0.26,0.55,0.083720416
10102018,45,22.5,0.39,5.56,0,0,0,0.12,0.27,0.54,0.05522109
10102018,46,21.4,0.39,5.95,0,0,0,0.11,0.28,0.55,0.056102199
10102018,47,26.2,0.39,6.34,0,0,0,0.09,0.3,0.57,0.04289918
10102018,48,23.3,0.39,6.73,0,0,0,0.07,0.32,0.62,0.040718113
10102018,49,18.9,0.39,7,0,0,0,0.05,0.34,0.67,0.038893115
10102018,50,25,0.39,7,0,0,0,0.06,0.33,0.67,0.035473912
10102018,51,14.4,0.39,7,0,0,0,0.06,0.33,0.68,0.05273061
10102018,52,30.5,0.39,7,0,0,0,0.07,0.32,0.66,0.033663236
10102018,53,27,0.39,7,0,0,0,0.09,0.3,0.63,0.04444606
10102018,54,26.9,0.39,7,0,0,0,0.11,0.28,0.59,0.051953922
10102018,55,35.4,0.39,7,0,0,0.09,0.22,0.17,0.36,0.073997201
10102018,56,36.1,0.39,7,0,0,0.12,0.25,0.14,0.29,0.081460674
10102018,57,41.1,0.39,7,0,0,0.26,0.39,0,0.01,0.1092
11012018,1,36,0.59,10,0,0,0.05,0.3,0.29,0.48,0.195969125
11012018,2,38.4,0.14,10,0,0,0.09,0.38,-0.24,-0.39,0.04976352
11012018,3,39,0.36,10,0,0,0.11,0.43,-0.07,-0.11,0.155043461
11012018,4,41.6,0.72,10,0,0,0.17,0.53,0.19,0.29,0.367117546
11012018,5,33.5,0.19,10,0,0,0.02,0.42,-0.23,-0.32,0.086021505
11012018,6,41.3,0.68,10,0,0,0.17,0.58,0.1,0.14,0.380057526
11012018,7,37.9,0.24,10,0,0,0.1,0.51,-0.27,-0.35,0.121268657
11012018,8,52.2,0,10,0,0.47,0.47,0.86,-0.86,-1.05,-0.013620526
11012018,9,60.2,1.12,9.53,0,0,0.74,1.12,0,0,0.834923313
11012018,10,58.4,0.68,9.91,0,0.01,0.69,1,-0.32,-0.37,0.478892237
11012018,11,61.2,1.17,9.9,0,0,0.8,1.05,0.12,0.14,0.833868209
11012018,12,67,0.79,10,0,0.24,1.03,1.18,-0.39,-0.45,0.584619276
11012018,13,76.3,0.94,9.76,0,0.2,1.14,1.42,-0.48,-0.67,0.731924836
11012018,14,69.5,2.89,9.56,0,0,0.92,1.21,1.68,2.34,2.03730928
11012018,15,71.8,0.59,10,0,0.65,1.24,1.18,-0.59,-0.69,0.406027527
11012018,16,74.2,3.39,9.35,0,0,1.34,1.26,2.13,2.58,2.286111803
11012018,17,75,0.88,10,0,0.49,1.37,1.17,-0.29,-0.36,0.583428311
11012018,18,75.3,0.58,9.51,0,0.77,1.35,1.14,-0.56,-0.69,0.352874643
11012018,19,75.1,1.25,8.74,0,0.1,1.35,1.08,0.17,0.21,0.68367229
11012018,20,73.1,1,8.64,0,0.23,1.23,0.94,0.06,0.07,0.482992874
11012018,21,70.1,0.01,8.41,0,0.95,0.96,0.8,-0.79,-0.96,-0.005639687
11012018,22,70.7,0.1,7.46,0,0.78,0.88,0.79,-0.69,-0.83,0.028236987
11012018,23,74.6,1.29,6.68,0,0,1.27,0.89,0.4,0.48,0.462148616
11012018,24,74.6,1.03,6.7,0,0.15,1.18,0.86,0.17,0.2,0.356733206
11012018,25,69.6,1.36,6.55,0,0,1.04,0.75,0.61,0.71,0.433036283
11012018,26,74.1,3.43,6.87,0,0,1.17,0.84,2.59,2.93,1.18685544
11012018,27,72.5,2.76,9.13,0,0,1.09,0.74,2.02,2.21,1.114360786
11012018,28,67.8,0,10,0,0.91,0.91,0.67,-0.67,-0.71,-0.008414971
11012018,29,70.7,0.9,9.09,0,0.08,0.98,0.83,0.07,0.07,0.416160856
11012018,30,57.3,0.51,9.01,0,0.04,0.55,0.55,-0.04,-0.04,0.186864338
11012018,31,59.3,2.79,8.97,0,0,0.59,0.61,2.18,2.15,1.095746197
11012018,32,56.2,1.08,10,0,0,0.49,0.49,0.59,0.59,0.399144164
11012018,33,43.7,0.21,10,0,0,0.19,0.26,-0.05,-0.05,0.049537893
11012018,34,43.8,0.11,10,0,0.08,0.19,0.26,-0.15,-0.16,0.023624954
11012018,35,46.7,0.51,9.92,0,0,0.24,0.31,0.2,0.22,0.14017361
11012018,36,36.5,0.83,10,0,0,0.05,0.17,0.66,0.75,0.162832419
11012018,37,28,0.18,10,0,0,0,0.15,0.03,0.03,0.036144578
11012018,38,33.1,0.18,10,0,0,0.01,0.18,0,0,0.037422037
11012018,39,27.5,1.65,10,0,0,0,0.2,1.45,1.81,0.458492976
11012018,40,28.2,0.2,10,0,0,0,0.22,-0.02,-0.02,0.056770833
11012018,41,29.4,0.06,10,0,0,0,0.23,-0.17,-0.23,0.013177902
11012018,42,35.2,0.09,10,0,0,0.03,0.27,-0.18,-0.25,0.022837599
11012018,43,32.5,0.76,10,0,0,0,0.25,0.51,0.7,0.231391586
11012018,44,31.2,0.82,10,0,0,0,0.26,0.56,0.79,0.267015707
11012018,45,30,0.89,10,0,0,0,0.26,0.63,0.88,0.298361458
11012018,46,26.5,0.31,10,0,0,0,0.26,0.05,0.07,0.110839446
11012018,47,7.7,0.59,10,0,0,0,0.26,0.33,0.47,0.437397485
11012018,48,1.9,0.39,10,0,0,0,0.25,0.14,0.2,0.40805533
11012018,49,25.8,0.92,10,0,0,0,0.24,0.68,1.01,0.319172113
11012018,50,22,0.8,10,0,0,0,0.23,0.57,0.89,0.297865854
11012018,51,23.7,1.59,10,0,0,0,0.22,1.37,2.2,0.534429017
11012018,52,21,0,10,0,0,0,0.23,-0.23,-0.38,-0.007419355
11012018,53,18.7,0.77,10,0,0,0,0.25,0.52,0.86,0.344248388
11012018,54,38.6,0.88,10,0,0,0.1,0.38,0.5,0.82,0.347317467
11012018,55,39,0.14,10,0,0,0.11,0.43,-0.29,-0.45,0.055228426
11012018,56,42.6,0.43,10,0,0,0.19,0.54,-0.11,-0.17,0.216084179
11012018,57,42.2,0.18,10,0,0,0.18,0.57,-0.39,-0.56,0.090182648
11022018,1,36.8,0.23,10,0,0,0.06,0.34,-0.11,-0.18,0.080696539
11022018,2,38.2,0.23,10,0,0,0.09,0.4,-0.17,-0.26,0.091302556
11022018,3,39.2,0.03,10,0,0.08,0.11,0.45,-0.42,-0.64,0.005159854
11022018,4,42.8,0.65,9.92,0,0,0.19,0.58,0.07,0.1,0.350433159
11022018,5,34.8,0.22,10,0,0,0.04,0.45,-0.23,-0.32,0.104749223
11022018,6,42.4,1.09,10,0,0,0.19,0.63,0.46,0.6,0.648192996
11022018,7,38.7,0.38,10,0,0,0.11,0.56,-0.18,-0.22,0.212644847
11022018,8,50.3,0.03,10,0,0.39,0.42,0.83,-0.8,-0.98,0.007278377
11022018,9,60.2,1.08,9.61,0,0,0.74,1.14,-0.06,-0.08,0.825061566
11022018,10,57.8,0.9,9.95,0,0,0.67,1,-0.1,-0.12,0.644474899
11022018,11,60.2,1.06,10,0,0,0.77,1.01,0.05,0.05,0.743856726
11022018,12,66.1,1.42,10,0,0,0.99,1.15,0.27,0.33,1.043433957
11022018,13,76.1,1.15,10,0,0,1.14,1.41,-0.26,-0.33,0.91430026
11022018,14,68.4,2.06,10,0,0,0.89,1.16,0.9,1.17,1.479778734
11022018,15,71.7,0.63,10,0,0.61,1.24,1.13,-0.5,-0.62,0.416904253
11022018,16,73.6,3.32,9.39,0,0,1.32,1.18,2.14,2.66,2.123374643
11022018,17,75.6,0.89,10,0,0.51,1.4,1.12,-0.23,-0.29,0.561199095
11022018,18,76.4,0.81,9.49,0,0.6,1.41,1.09,-0.28,-0.36,0.469097114
11022018,19,75.6,0.59,8.89,0,0.71,1.3,1.01,-0.42,-0.53,0.299319727
11022018,20,73.8,0.74,8.18,0,0.46,1.2,0.91,-0.17,-0.22,0.324390377
11022018,21,71.4,0.06,7.72,0,0.87,0.93,0.8,-0.74,-0.96,0.013741665
11022018,22,71.5,0.19,6.85,0,0.67,0.86,0.8,-0.61,-0.79,0.057399775
11022018,23,76.1,0.8,6.18,0,0.33,1.13,0.91,-0.11,-0.15,0.264788266
11022018,24,75.5,0.79,5.85,0,0.29,1.08,0.89,-0.1,-0.13,0.245068555
11022018,25,70.2,0.95,5.56,0,0.06,1.01,0.77,0.18,0.22,0.26376575
11022018,26,75.3,2.42,5.5,0,0,1.22,0.92,1.5,1.8,0.742846992
11022018,27,73.6,2.04,6.7,0,0,1.13,0.75,1.29,1.44,0.629507608
11022018,28,67.8,0,7.61,0,0.91,0.91,0.66,-0.66,-0.69,-0.008545902
11022018,29,72.5,0.25,6.7,0,0.55,0.8,0.91,-0.66,-0.65,0.086154084
11022018,30,58.4,0.41,6.15,0,0.11,0.52,0.65,-0.24,-0.23,0.121281826
11022018,31,62.4,2.48,6.04,0,0,0.68,0.76,1.72,1.67,0.819007821
11022018,32,57.4,1.15,7.84,0,0,0.53,0.54,0.61,0.62,0.372881052
11022018,33,44.2,0.22,8.46,0,0,0.2,0.28,-0.06,-0.06,0.047959307
11022018,34,43.7,0.17,8.48,0,0.01,0.18,0.27,-0.1,-0.12,0.03513818
11022018,35,47.1,0.74,8.47,0,0,0.25,0.34,0.4,0.49,0.19546075
11022018,36,38.1,0.88,8.96,0,0,0.08,0.2,0.68,0.85,0.178359017
11022018,37,28.8,0.19,9.76,0,0,0,0.12,0.07,0.09,0.030519742
11022018,38,34,0.23,9.95,0,0,0.02,0.15,0.08,0.1,0.040641968
11022018,39,29.7,1.91,10,0,0,0,0.16,1.75,2.16,0.409276616
11022018,40,29,0.14,10,0,0,0,0.19,-0.05,-0.06,0.032703117
11022018,41,30.4,0.29,10,0,0,0,0.22,0.07,0.09,0.080117965
11022018,42,35.5,0.09,10,0,0,0.03,0.27,-0.18,-0.23,0.022687418
11022018,43,34.8,0.69,10,0,0,0.03,0.28,0.41,0.52,0.221221441
11022018,44,32.5,0.85,10,0,0,0,0.28,0.57,0.75,0.287658593
11022018,45,30.3,0.68,10,0,0,0,0.28,0.4,0.53,0.242069302
11022018,46,27.9,0.26,10,0,0,0,0.29,-0.03,-0.04,0.098008386
11022018,47,11.6,0.56,10,0,0,0,0.29,0.27,0.37,0.378610108
11022018,48,4.3,0.32,10,0,0,0,0.28,0.04,0.06,0.309165527
11022018,49,28.7,0.89,10,0,0,0,0.27,0.62,0.9,0.319146249
11022018,50,24.6,0.69,10,0,0,0,0.26,0.43,0.65,0.266364409
11022018,51,27.3,1.05,10,0,0,0,0.26,0.79,1.23,0.376531943
11022018,52,23.7,0.01,10,0,0,0,0.26,-0.25,-0.4,-0.003559775
11022018,53,20.2,0.73,10,0,0,0,0.28,0.45,0.72,0.344972519
11022018,54,39.4,0.88,10,0,0,0.11,0.41,0.47,0.73,0.367334789
11022018,55,38.4,0.17,10,0,0,0.1,0.43,-0.26,-0.4,0.069755496
11022018,56,42.6,0.79,10,0,0,0.19,0.56,0.23,0.33,0.417133259
11022018,57,42.4,0.24,10,0,0,0.19,0.6,-0.36,-0.49,0.129471891
11032018,1,39.1,0.9,10,0.82,0,0.08,0.38,0.52,0.78,0.373717092
11032018,2,40.7,0.32,10,0,0,0.12,0.46,-0.14,-0.19,0.141181072
11032018,3,41.3,1.24,10,0,0,0.13,0.52,0.72,0.96,0.625783178
11032018,4,44.1,0.83,10,0,0,0.19,0.63,0.2,0.25,0.477957184
11032018,5,35,0.34,10,0,0,0.03,0.5,-0.16,-0.19,0.183821909
11032018,6,45.5,0.74,10,0,0,0.23,0.71,0.03,0.03,0.465734018
11032018,7,41.9,0.06,10,0,0.1,0.16,0.62,-0.56,-0.62,0.024894676
11032018,8,54.6,0,9.9,0,0.5,0.5,0.94,-0.94,-1.03,-0.014351145
11032018,9,61.8,0.72,9.4,0,0.02,0.74,1.18,-0.46,-0.5,0.543082003
11032018,10,63.4,0.43,9.38,0,0.38,0.81,1.18,-0.75,-0.8,0.309772312
11032018,11,64.9,0.34,9,0,0.49,0.83,1.19,-0.85,-0.87,0.229711488
11032018,12,71.3,1.03,8.51,0,0.09,1.12,1.37,-0.34,-0.33,0.727633211
11032018,13,78.4,0.26,8.42,0,0.79,1.05,1.58,-1.32,-1.67,0.179652272
11032018,14,72.9,0.61,7.63,0,0.3,0.91,1.44,-0.83,-1.06,0.396854402
11032018,15,75.4,0.58,7.33,0,0.56,1.14,1.38,-0.8,-0.79,0.335662393
11032018,16,76.5,2.02,6.77,0.66,0,1.39,1.41,0.61,0.62,1.21846382
11032018,17,75.9,0.48,7.4,-0.78,0.8,1.28,1.28,-0.8,-0.82,0.229626704
11032018,18,77.4,0.52,6.6,0,0.6,1.12,1.36,-0.84,-0.85,0.260871985
11032018,19,77.2,0.88,6,0,0.32,1.2,1.32,-0.44,-0.43,0.401962617
11032018,20,74.6,0.63,5.68,0,0.37,1,1.17,-0.54,-0.51,0.247856587
11032018,21,71.3,0.27,5.31,0,0.46,0.73,1,-0.73,-0.67,0.082470859
11032018,22,71.7,0.5,4.85,0,0.31,0.81,0.95,-0.45,-0.41,0.141598439
11032018,23,76.7,0.36,4.54,0,0.43,0.79,1.02,-0.66,-0.63,0.092676165
11032018,24,75.5,1.23,4.11,0.32,0.01,1.24,0.95,0.28,0.28,0.31746481
11032018,25,71.1,1.68,4.1,0.96,0,1.05,0.81,0.87,0.92,0.447436177
11032018,26,76.4,2.45,4.73,1.79,0,1.23,0.84,1.61,1.75,0.793311778
11032018,27,74.2,4.56,5.95,4.17,0,1.12,0.77,3.79,4.13,2.016185778
11032018,28,69,0,9.39,0,0.91,0.91,0.66,-0.66,-0.69,-0.0082284
11032018,29,74.3,0.54,8.48,0,0.46,1,0.91,-0.37,-0.37,0.241393725
11032018,30,59.5,0.36,8.02,0,0.17,0.53,0.62,-0.26,-0.24,0.126717994
11032018,31,65.5,2.26,7.85,0,0,0.74,0.78,1.48,1.36,0.925604453
11032018,32,57.6,1.97,9.37,0,0,0.49,0.53,1.44,1.33,0.725278482
11032018,33,45.6,0.33,10,0,0,0.2,0.28,0.05,0.05,0.083199715
11032018,34,46,0.2,10,0,0,0.2,0.28,-0.08,-0.08,0.04822695
11032018,35,49.9,0.91,10,0,0,0.28,0.34,0.57,0.61,0.262563431
11032018,36,37.7,0.76,10,0,0,0.06,0.16,0.6,0.66,0.137675185
11032018,37,29.3,0.16,10,0,0,0,0.12,0.04,0.04,0.025342119
11032018,38,37.2,0.29,10,0,0,0.05,0.19,0.1,0.11,0.060054691
11032018,39,29,1.6,10,0,0,0,0.17,1.43,1.64,0.370197044
11032018,40,29.5,0.08,10,0,0,0,0.19,-0.11,-0.13,0.016422436
11032018,41,31.8,0.18,10,0,0,0,0.21,-0.03,-0.04,0.044306813
11032018,42,37.4,0.07,10,0,0,0.05,0.28,-0.21,-0.26,0.016203704
11032018,43,34.1,0.48,10,0,0,0.01,0.26,0.22,0.27,0.144875533
11032018,44,33,1.02,10,0,0,0,0.27,0.75,0.95,0.329850068
11032018,45,33.6,1.08,10,0,0,0.01,0.29,0.79,0.99,0.368091296
11032018,46,27.7,0.27,10,0,0,0,0.29,-0.02,-0.02,0.102580985
11032018,47,14,0.68,10,0,0,0,0.28,0.4,0.48,0.401944895
11032018,48,10.5,0.08,10,0,0,0,0.27,-0.19,-0.24,0.04324587
11032018,49,28.6,0.57,10,0,0,0,0.26,0.31,0.41,0.197089609
11032018,50,25.9,0.68,10,0,0,0,0.24,0.44,0.61,0.235101148
11032018,51,28.3,0.78,10,0,0,0,0.24,0.54,0.79,0.25332651
11032018,52,25.3,0,10,0,0,0,0.25,-0.25,-0.38,-0.007082153
11032018,53,22.1,1.5,10,0,0,0,0.29,1.21,1.82,0.683333333
11032018,54,41.6,0.41,10,0,0,0.13,0.46,-0.05,-0.08,0.179900269
11032018,55,41,0.2,10,0,0,0.12,0.51,-0.31,-0.42,0.093335931
11032018,56,45.8,2.07,10,0,0,0.23,0.66,1.41,1.77,1.2
